91,╩ф,3
130,бл,2
130,во,1
182,╨Л,1
273,бл,4
286,бл,2
299,во,4
364,во,4
364,╥ш,6
377,бл,6
429,╩ф,5
26,╥ш,1
26,ю╤,1
104,ю╤,2
416,╨Л,3
26,╨Л,1
39,бл,3
52,бл,2
65,бл,2
78,╩ф,3
130,во,1
143,ю╤,2
299,╥ш,2
403,ю╤,5
468,ю╤,4
65,ю╤,2
104,╩ф,2
169,во,3
338,╨Л,3
13,бл,2
13,бл,3
26,бл,1
26,бл,2
65,бл,2
117,ю╤,3
260,╨Л,1
364,во,4
377,ю╤,6
65,бл,1
117,бл,1
195,╩ф,6
260,бл,6
312,во,2
338,╨Л,3
377,╩ф,6
65,во,1
169,во,4
273,╨Л,2
286,во,4
377,╩ф,6
390,╥ш,3
130,╨Л,1
143,во,2
169,во,2
195,╩ф,5
299,ю╤,6
312,ю╤,6
455,╨Л,4
468,во,5
130,╩ф,1
156,╩ф,5
351,бл,5
364,╩ф,3
403,бл,4
429,бл,5
403,ю╤,6
429,во,4
52,ю╤,3
52,╨Л,3
130,╨Л,1
156,бл,1
169,╥ш,3
195,ю╤,5
273,во,3
377,ю╤,5
429,бл,5
39,бл,4
52,ю╤,1
117,╨Л,1
325,ю╤,3
429,ю╤,6
39,╨Л,3
78,╩ф,3
104,ю╤,2
117,бл,1
260,бл,6
338,во,4
13,╩ф,1
78,бл,1
247,во,4
260,ю╤,6
325,╥ш,4
39,ю╤,2
78,бл,2
286,во,3
325,ю╤,6
468,ю╤,2
104,во,2
247,ю╤,4
273,╥ш,2
338,╩ф,2
338,╩ф,3
468,╨Л,5
169,бл,2
247,ю╤,2
260,ю╤,5
403,╨Л,4
455,бл,6
78,╥ш,1
104,бл,1
156,╩ф,5
182,╥ш,4
91,ю╤,2
143,бл,2
221,бл,3
260,╥ш,5
390,бл,6
403,бл,4
78,╨Л,1
143,во,2
156,╩ф,1
182,во,3
403,╥ш,6
403,╨Л,6
78,╨Л,1
221,ю╤,5
338,╥ш,6
364,во,2
429,╥ш,6
52,ю╤,2
247,бл,1
286,во,3
299,╩ф,6
390,во,1
39,во,1
104,ю╤,2
221,бл,1
299,бл,4
325,╥ш,6
468,╥ш,6
143,бл,1
182,╩ф,1
182,╩ф,2
247,ю╤,3
260,╩ф,2
312,╩ф,3
312,ю╤,6
364,бл,6
390,ю╤,5
429,во,4
13,во,4
156,╨Л,4
338,во,5
13,бл,3
117,во,1
299,╥ш,2
247,╥ш,2
390,╩ф,2
455,во,3
260,во,4
312,╩ф,6
364,╨Л,6
468,во,6
468,╩ф,5
52,╩ф,1
182,╨Л,5
13,во,3
117,╩ф,3
325,ю╤,1
325,во,6
39,╩ф,2
182,бл,4
182,во,3
325,╩ф,5
117,во,3
117,╨Л,1
260,╩ф,4
312,╩ф,4
338,во,5
377,во,5
39,╩ф,2
390,во,3
78,ю╤,3
351,во,5
390,ю╤,6
429,во,5
221,╨Л,5
455,╩ф,4
117,во,2
221,во,3
221,╨Л,4
390,бл,6
260,ю╤,5
221,во,2
39,бл,2
247,бл,4
325,во,6
325,ю╤,4
52,бл,2
221,бл,3
221,во,4
221,╥ш,3
325,╩ф,4
364,╩ф,6
78,ю╤,2
136,бл,1
136,ю╤,2
272,во,1
136,╥ш,1
272,во,1
340,╨Л,3
102,ю╤,4
272,во,1
374,бл,5
459,бл,5
306,ю╤,5
153,ю╤,5
374,╩ф,6
85,╥ш,2
425,╩ф,3
136,во,2
442,во,5
85,╩ф,4
136,╩ф,1
136,во,1
204,╨Л,2
442,во,5
136,╩ф,1
289,ю╤,6
442,ю╤,6
85,ю╤,1
119,во,4
442,╥ш,5
204,╩ф,4
323,во,1
34,ю╤,3
68,во,2
68,во,1
170,╨Л,2
442,╨Л,6
442,во,5
68,во,2
306,╩ф,4
340,╨Л,4
374,бл,6
85,╩ф,2
85,во,4
136,╥ш,1
136,бл,1
272,ю╤,5
408,во,5
442,╩ф,6
442,╥ш,5
34,╨Л,2
68,во,2
85,╥ш,3
374,╥ш,5
85,╨Л,2
153,╩ф,4
306,╨Л,5
306,╨Л,5
442,╥ш,5
153,╨Л,2
187,ю╤,4
187,ю╤,5
391,╩ф,3
425,╩ф,3
425,во,6
459,ю╤,3
102,во,1
102,ю╤,3
187,бл,1
272,╩ф,5
272,╩ф,4
289,╩ф,6
374,во,6
442,╨Л,6
85,╥ш,1
85,╥ш,2
238,ю╤,6
306,╥ш,5
340,╨Л,4
391,бл,3
425,╨Л,3
425,бл,4
17,╥ш,4
102,во,1
204,╥ш,2
340,ю╤,5
357,╩ф,5
357,во,5
374,во,6
374,во,5
374,ю╤,6
459,╨Л,4
34,во,2
170,ю╤,5
323,во,2
391,ю╤,3
102,ю╤,3
119,╩ф,3
238,╩ф,3
238,╩ф,3
272,╥ш,2
289,ю╤,6
306,во,3
357,бл,6
459,во,4
68,╥ш,1
204,╥ш,3
204,бл,4
204,бл,5
289,╩ф,5
340,╩ф,3
459,ю╤,3
17,ю╤,1
391,╨Л,2
459,╩ф,2
17,╨Л,2
68,╩ф,2
170,╥ш,2
272,ю╤,5
289,╥ш,5
374,во,6
170,╩ф,4
187,во,1
238,╩ф,2
238,во,4
238,во,5
255,бл,4
306,бл,3
34,╨Л,1
34,бл,3
51,во,2
68,╥ш,1
68,бл,1
272,ю╤,4
289,╨Л,5
357,╩ф,4
459,во,5
119,во,2
255,во,6
391,ю╤,6
425,╩ф,3
34,во,3
51,ю╤,3
68,╨Л,2
153,бл,4
204,╨Л,1
306,во,3
340,бл,5
357,╥ш,5
459,бл,4
51,бл,1
51,╩ф,1
102,во,1
136,╩ф,2
204,╩ф,4
340,ю╤,3
17,╥ш,2
17,╥ш,3
238,╥ш,5
306,бл,3
323,ю╤,5
323,╥ш,5
357,бл,2
374,во,6
408,во,5
425,╩ф,4
34,бл,1
51,ю╤,1
102,╨Л,4
204,ю╤,4
408,ю╤,5
170,ю╤,1
391,во,6
459,╥ш,4
34,╨Л,1
340,бл,6
51,╩ф,1
68,╨Л,1
102,во,1
204,ю╤,2
255,во,5
323,╥ш,4
153,бл,3
187,╩ф,1
238,бл,6
289,бл,5
323,╩ф,2
357,╩ф,4
425,╩ф,4
459,во,4
102,бл,1
153,╩ф,3
340,во,2
357,╩ф,5
408,╨Л,5
34,бл,1
51,╨Л,2
119,╩ф,2
153,бл,1
408,во,6
34,во,2
119,╩ф,2
170,ю╤,3
272,╩ф,5
289,во,2
357,ю╤,4
153,бл,3
170,ю╤,1
187,╥ш,2
255,во,5
289,во,2
102,╨Л,3
119,бл,2
221,ю╤,5
221,ю╤,2
238,во,4
238,╥ш,2
255,ю╤,2
391,бл,5
425,во,5
425,╥ш,4
85,╩ф,4
119,╨Л,3
204,ю╤,3
255,во,6
119,╨Л,3
153,╥ш,2
170,бл,2
391,во,6
17,╩ф,1
17,во,4
17,╥ш,4
340,╩ф,4
408,бл,5
17,╩ф,2
255,╩ф,3
255,во,4
323,во,4
289,╥ш,5
323,╩ф,4
306,╩ф,4
17,бл,2
187,во,3
357,бл,4
391,ю╤,6
391,ю╤,5
408,ю╤,5
221,бл,5
255,во,4
170,ю╤,1
255,ю╤,1
187,╥ш,1
408,ю╤,5
408,ю╤,5
187,бл,1
408,во,4
51,во,1
51,во,2
119,╨Л,2
153,во,4
187,╨Л,2
17,╩ф,1
85,╩ф,4
170,ю╤,1
323,бл,4
187,╩ф,4
221,╩ф,5
323,бл,4
51,во,4
221,ю╤,3
119,ю╤,2
221,бл,2
221,во,3
221,ю╤,5
221,╩ф,3
221,╩ф,5
57,ю╤,4
171,ю╤,4
418,╩ф,2
285,╥ш,5
304,╩ф,6
304,╩ф,6
418,ю╤,2
266,во,5
95,бл,4
95,бл,4
304,╩ф,6
57,бл,5
285,╩ф,2
285,╩ф,2
19,╨Л,3
19,╨Л,4
57,ю╤,5
57,ю╤,5
418,бл,5
437,╩ф,4
456,╩ф,3
171,╨Л,5
95,бл,3
418,╩ф,2
95,ю╤,4
133,во,2
114,╩ф,3
228,бл,3
304,╥ш,6
342,во,1
418,╩ф,2
95,во,2
133,╩ф,1
152,╩ф,3
171,╩ф,4
209,ю╤,2
285,╩ф,1
342,во,2
114,╨Л,3
152,╩ф,3
171,╩ф,4
266,бл,5
304,ю╤,6
342,бл,1
399,во,2
418,во,2
418,во,4
418,во,5
456,бл,5
95,ю╤,4
171,╨Л,4
266,╨Л,6
342,ю╤,6
380,во,5
399,ю╤,3
456,бл,6
57,ю╤,5
95,ю╤,3
133,бл,1
152,╩ф,6
228,ю╤,3
399,╥ш,3
209,бл,2
285,╩ф,3
380,во,3
380,╥ш,2
228,╩ф,3
247,ю╤,5
380,╩ф,6
57,бл,3
95,╩ф,5
95,бл,3
171,╩ф,5
266,бл,5
437,ю╤,4
456,ю╤,6
19,во,2
76,╥ш,1
266,╨Л,6
437,╩ф,4
57,╥ш,3
133,ю╤,2
247,╩ф,1
380,╩ф,4
418,бл,5
152,ю╤,5
228,╥ш,4
437,╩ф,6
456,╥ш,3
304,ю╤,5
342,бл,2
399,во,3
19,ю╤,3
95,бл,3
304,бл,6
323,╨Л,5
456,ю╤,6
19,ю╤,3
228,во,3
228,╥ш,5
266,ю╤,6
266,╩ф,6
304,бл,5
209,╨Л,2
285,╩ф,2
342,╨Л,6
380,╩ф,5
133,╥ш,1
152,╩ф,4
171,бл,2
228,бл,4
19,во,2
57,╩ф,4
152,╥ш,2
209,╥ш,2
209,бл,2
266,╩ф,6
304,бл,6
399,╩ф,1
76,╩ф,3
76,╨Л,1
133,во,2
152,во,4
209,╩ф,1
266,╨Л,6
437,╨Л,6
38,ю╤,2
76,во,1
133,ю╤,2
342,╨Л,6
399,бл,5
38,╨Л,2
38,╨Л,2
76,╥ш,1
133,во,2
323,бл,3
380,во,3
437,бл,5
133,╩ф,3
152,во,5
171,бл,3
209,╩ф,1
228,во,5
285,во,2
456,╥ш,4
456,╥ш,5
456,бл,6
475,╩ф,3
19,во,2
57,во,2
114,ю╤,4
171,во,2
304,ю╤,6
323,во,5
399,во,5
76,╩ф,3
209,во,3
266,ю╤,6
342,бл,6
437,╩ф,5
76,╩ф,1
114,╩ф,4
190,бл,5
285,ю╤,3
380,бл,4
437,во,6
19,╩ф,1
76,во,1
247,бл,3
285,╥ш,4
19,во,1
57,╨Л,4
76,бл,1
247,╩ф,2
247,бл,4
380,╨Л,5
399,во,6
114,во,1
152,бл,2
152,во,4
323,╥ш,4
323,во,2
247,╩ф,2
342,╨Л,6
399,╥ш,6
475,╩ф,6
19,бл,1
228,во,5
247,╩ф,3
323,бл,5
361,╩ф,6
456,╩ф,3
38,бл,2
114,во,3
228,ю╤,5
323,бл,3
38,ю╤,1
114,ю╤,3
114,ю╤,4
285,╩ф,2
361,╨Л,3
380,во,3
418,бл,4
133,╨Л,2
247,во,1
171,во,1
209,бл,2
342,╩ф,5
38,во,3
247,бл,2
247,бл,3
247,во,3
361,╨Л,4
323,во,5
475,бл,6
190,╥ш,4
38,ю╤,3
76,ю╤,2
114,╥ш,2
190,бл,4
475,бл,4
361,бл,3
361,╥ш,5
475,╩ф,5
475,╥ш,5
38,╨Л,2
190,╨Л,1
437,бл,6
475,╨Л,6
19,во,1
190,╩ф,4
361,бл,6
38,во,2
190,╨Л,1
323,╩ф,3
475,во,4
209,ю╤,2
361,╨Л,5
38,бл,2
361,╩ф,5
475,во,6
190,во,3
399,во,6
437,бл,6
475,во,5
323,во,4
190,ю╤,2
190,во,1
190,╩ф,2
361,╩ф,5
361,╥ш,6
114,во,1
92,╥ш,3
92,во,3
69,во,1
276,ю╤,2
69,ю╤,3
69,╨Л,2
92,бл,3
276,ю╤,1
69,бл,3
69,бл,3
69,╩ф,3
69,╨Л,1
92,во,2
92,бл,2
69,╩ф,3
276,бл,1
345,во,3
92,╨Л,1
92,ю╤,2
161,╥ш,1
184,╩ф,5
207,╩ф,3
391,╨Л,3
161,во,1
184,╩ф,6
276,╩ф,1
299,во,3
161,ю╤,1
161,во,3
184,╩ф,5
276,во,1
276,во,3
92,ю╤,3
345,во,3
138,ю╤,2
161,бл,1
276,╥ш,1
92,бл,3
207,╩ф,2
345,ю╤,5
437,ю╤,6
138,╩ф,1
230,бл,4
414,╨Л,4
184,╩ф,4
322,во,6
345,ю╤,6
345,бл,3
161,╩ф,3
161,╩ф,4
299,╩ф,6
92,бл,3
207,╨Л,2
276,╩ф,1
414,во,5
437,ю╤,4
437,ю╤,5
69,во,3
184,бл,2
207,╥ш,3
437,во,5
230,╥ш,2
253,╥ш,2
253,╩ф,2
437,ю╤,4
207,╥ш,3
207,ю╤,3
299,бл,3
138,во,1
276,╨Л,1
368,бл,5
138,╩ф,2
207,╩ф,2
368,бл,5
69,во,1
161,╨Л,2
391,бл,3
23,╩ф,1
184,во,2
253,╥ш,2
253,ю╤,2
368,ю╤,6
161,ю╤,2
368,╩ф,6
184,╩ф,5
230,╨Л,3
253,во,1
299,ю╤,6
23,╩ф,1
161,ю╤,1
184,во,2
391,╩ф,4
230,╩ф,5
460,╥ш,3
138,во,2
230,╥ш,2
253,╩ф,2
391,╩ф,6
414,╥ш,6
437,во,6
23,╨Л,2
184,во,3
368,╩ф,6
414,ю╤,6
437,ю╤,6
23,ю╤,3
138,╨Л,1
138,бл,1
230,╥ш,1
345,бл,4
437,бл,4
138,ю╤,2
253,ю╤,1
345,во,3
368,ю╤,5
437,бл,5
138,╩ф,2
368,бл,5
368,╩ф,4
460,╩ф,6
115,во,3
115,во,4
299,╥ш,4
322,╩ф,2
391,ю╤,6
23,бл,3
23,бл,4
207,во,2
253,во,1
345,╥ш,4
414,╨Л,4
115,╩ф,1
230,╨Л,5
230,бл,3
230,╩ф,6
322,╨Л,4
368,во,6
161,╩ф,4
207,бл,2
276,╩ф,4
322,ю╤,4
391,╨Л,6
460,╩ф,6
115,ю╤,2
138,╩ф,2
299,бл,4
299,╥ш,4
184,во,1
299,╥ш,2
299,╩ф,4
391,во,4
391,бл,4
414,бл,3
460,╩ф,4
460,бл,4
368,во,6
23,бл,3
322,╥ш,4
391,ю╤,4
414,╩ф,6
115,╨Л,1
322,бл,3
23,бл,3
46,бл,2
115,ю╤,2
207,бл,3
345,╨Л,5
437,бл,6
391,бл,4
414,╩ф,6
414,ю╤,6
23,во,4
23,ю╤,3
345,╥ш,4
115,╩ф,2
230,ю╤,5
322,╨Л,6
46,╥ш,2
414,бл,6
460,╩ф,3
46,ю╤,2
115,ю╤,1
322,╩ф,3
460,╩ф,5
253,во,3
460,ю╤,6
115,во,2
115,╩ф,1
322,во,3
299,во,3
322,╨Л,5
460,во,3
460,╥ш,6
46,во,3
46,╩ф,3
253,ю╤,3
46,ю╤,2
46,бл,2
46,бл,2
115,во,4
23,во,3
46,во,1
46,╥ш,3
162,во,4
459,бл,4
459,бл,4
459,ю╤,3
162,во,4
351,╩ф,6
162,╩ф,2
162,╩ф,2
27,бл,3
162,╩ф,2
162,во,4
216,╩ф,1
27,╩ф,3
27,╩ф,4
216,бл,1
243,во,6
270,╩ф,3
270,во,1
270,╩ф,3
351,╩ф,6
162,ю╤,2
216,ю╤,1
405,бл,3
459,ю╤,3
27,бл,1
162,бл,3
162,ю╤,3
54,╩ф,3
216,╩ф,1
297,ю╤,2
405,во,6
54,╩ф,3
216,╩ф,1
351,╩ф,5
405,╥ш,5
432,╩ф,4
324,ю╤,6
108,╩ф,2
108,╨Л,1
108,╩ф,2
135,бл,1
216,ю╤,3
432,ю╤,4
108,╨Л,3
27,во,1
27,╥ш,2
135,бл,1
162,ю╤,2
189,ю╤,1
243,╥ш,3
351,ю╤,5
135,╩ф,2
270,ю╤,1
270,ю╤,2
54,бл,1
54,бл,2
270,ю╤,1
297,бл,5
270,╨Л,1
108,╩ф,3
135,бл,1
216,╩ф,1
243,бл,6
270,во,1
297,бл,6
351,╩ф,6
405,ю╤,4
108,╩ф,1
135,бл,1
243,╩ф,4
297,бл,4
378,бл,4
405,╨Л,4
27,╨Л,4
216,ю╤,1
243,во,5
351,бл,3
432,во,6
243,бл,6
270,во,1
135,бл,1
378,╨Л,6
405,во,5
378,╩ф,5
54,во,2
216,ю╤,2
378,╩ф,6
135,во,1
351,╩ф,6
378,бл,6
378,╩ф,4
54,╩ф,4
270,бл,5
135,бл,2
324,во,6
135,ю╤,2
189,во,2
189,во,3
324,╩ф,6
378,ю╤,6
405,во,5
324,во,1
378,╨Л,6
378,во,5
243,╩ф,3
432,╩ф,6
54,бл,1
108,╩ф,2
108,ю╤,1
432,╨Л,6
54,╩ф,2
189,во,3
216,ю╤,2
351,во,5
189,╥ш,1
405,во,6
405,бл,4
27,╩ф,4
27,╨Л,4
54,бл,4
297,во,5
405,╨Л,5
459,бл,2
459,во,4
378,бл,6
27,во,1
297,бл,4
243,╩ф,3
324,во,6
432,бл,5
459,бл,3
243,╥ш,5
324,бл,6
351,бл,4
324,╥ш,3
108,╩ф,3
135,во,1
189,бл,4
189,╩ф,3
432,бл,6
27,╩ф,3
432,╥ш,5
81,ю╤,1
297,во,6
324,во,1
297,во,5
297,во,5
432,во,6
459,бл,2
81,ю╤,1
108,ю╤,2
351,во,5
243,ю╤,4
324,во,5
432,бл,6
81,╩ф,2
297,╩ф,5
324,бл,6
459,во,6
54,╥ш,2
189,ю╤,4
81,ю╤,2
81,бл,2
459,╥ш,6
81,╨Л,3
81,ю╤,3
189,╥ш,3
81,бл,1
81,во,2
189,ю╤,2
81,╥ш,2
189,╥ш,2
