209,2
342,5
38,3
247,2
247,3
247,3
361,4
323,5
475,6
190,4
38,3
76,2
114,2
190,4
475,4
361,3
361,5
475,5
475,5
38,2
190,1
437,6
475,6
19,1
190,4
361,6
38,2
190,1
323,3
475,4
209,2
361,5
38,2
361,5
475,6
190,3
399,6
437,6
475,5
323,4
190,2
190,1
190,2
361,5
361,6
114,1
92,3
92,3
69,1
276,2
69,3
69,2
92,3
276,1
69,3
69,3
69,3
69,1
92,2
92,2
69,3
276,1
345,3
92,1
92,2
161,1
184,5
207,3
391,3
161,1
184,6
276,1
299,3
161,1
161,3
184,5
276,1
276,3
92,3
345,3
138,2
161,1
276,1
92,3
207,2
345,5
437,6
138,1
230,4
414,4
184,4
322,6
345,6
345,3
161,3
161,4
299,6
92,3
207,2
276,1
414,5
437,4
437,5
69,3
184,2
207,3
437,5
230,2
253,2
253,2
437,4
207,3
207,3
299,3
138,1
276,1
368,5
138,2
207,2
368,5
69,1
161,2
391,3
23,1
184,2
253,2
253,2
368,6
161,2
368,6
184,5
230,3
253,1
299,6
23,1
161,1
184,2
391,4
230,5
460,3
138,2
230,2
253,2
391,6
414,6
437,6
23,2
184,3
368,6
414,6
437,6
23,3
138,1
138,1
230,1
345,4
437,4
138,2
253,1
345,3
368,5
437,5
138,2
368,5
368,4
460,6
115,3
115,4
299,4
322,2
391,6
23,3
23,4
207,2
253,1
345,4
414,4
115,1
230,5
230,3
230,6
322,4
368,6
161,4
207,2
276,4
322,4
391,6
460,6
115,2
138,2
299,4
299,4
184,1
299,2
299,4
391,4
391,4
414,3
460,4
460,4
368,6
23,3
322,4
391,4
414,6
115,1
322,3
23,3
46,2
115,2
207,3
345,5
437,6
391,4
414,6
414,6
23,4
23,3
345,4
115,2
230,5
322,6
46,2
414,6
460,3
46,2
115,1
322,3
460,5
253,3
460,6
115,2
115,1
322,3
299,3
322,5
460,3
460,6
46,3
46,3
253,3
46,2
46,2
46,2
115,4
23,3
46,1
46,3
162,4
459,4
459,4
459,3
162,4
351,6
162,2
162,2
27,3
162,2
162,4
216,1
27,3
27,4
216,1
243,6
270,3
270,1
270,3
351,6
162,2
216,1
405,3
459,3
27,1
162,3
162,3
54,3
216,1
297,2
405,6
54,3
216,1
351,5
405,5
432,4
324,6
108,2
108,1
108,2
135,1
216,3
432,4
108,3
27,1
27,2
135,1
162,2
189,1
243,3
351,5
135,2
270,1
270,2
54,1
54,2
270,1
297,5
270,1
108,3
135,1
216,1
243,6
270,1
297,6
351,6
405,4
108,1
135,1
243,4
297,4
378,4
405,4
27,4
216,1
243,5
351,3
432,6
243,6
270,1
135,1
378,6
405,5
378,5
54,2
216,2
378,6
135,1
351,6
378,6
378,4
54,4
270,5
135,2
324,6
135,2
189,2
189,3
324,6
378,6
405,5
324,1
378,6
378,5
243,3
432,6
54,1
108,2
108,1
432,6
54,2
189,3
216,2
351,5
189,1
405,6
405,4
27,4
27,4
54,4
297,5
405,5
459,2
459,4
378,6
27,1
297,4
243,3
324,6
432,5
459,3
243,5
324,6
351,4
324,3
108,3
135,1
189,4
189,3
432,6
27,3
432,5
81,1
297,6
324,1
297,5
297,5
432,6
459,2
81,1
108,2
351,5
243,4
324,5
432,6
81,2
297,5
324,6
459,6
54,2
189,4
81,2
81,2
459,6
81,3
81,3
189,3
81,1
81,2
189,2
81,2
189,2
