299,5
39,2
459,4
238,3
133,1
405,5
143,1
143,2
156,5
456,3
152,3
221,3
266,5
304,5
272,4
276,1
23,3
408,5
27,4
38,2
92,2
207,3
266,6
182,3
216,1
221,5
13,2
378,6
425,4
361,5
76,1
138,1
85,2
468,5
17,1
91,3
117,3
108,1
182,3
95,4
247,2
171,4
455,3
78,3
299,6
17,1
340,4
297,6
325,4
425,4
255,4
230,5
171,1
323,4
38,3
114,4
266,6
368,4
380,5
208,1
338,4
403,4
133,2
276,2
243,3
380,4
273,4
325,5
221,2
204,2
117,1
68,1
230,5
312,6
34,2
437,4
170,5
304,5
432,5
391,4
169,2
133,2
152,4
195,6
135,1
115,1
437,6
442,5
299,4
114,3
78,1
322,6
108,1
425,6
133,1
207,2
299,2
34,1
380,2
285,5
340,5
17,3
351,5
115,2
208,1
169,3
76,1
152,3
136,1
187,4
85,4
390,2
377,5
285,3
119,2
286,1
378,6
170,2
46,2
266,6
378,5
228,3
391,4
351,5
285,3
91,1
104,3
390,6
285,2
102,1
297,4
102,3
81,2
23,1
399,6
91,3
204,4
416,4
286,2
390,5
161,1
442,4
414,3
52,2
27,1
442,5
459,4
276,4
405,4
95,3
162,4
432,6
357,4
184,2
76,1
414,6
286,2
405,5
459,2
95,4
46,2
117,2
114,4
297,5
247,4
297,5
187,3
418,5
92,3
340,2
153,2
26,1
76,1
17,4
238,2
432,6
272,4
138,2
161,3
416,2
228,5
91,1
117,1
247,1
468,2
338,3
405,5
266,6
57,2
289,5
455,6
340,3
468,3
19,1
391,6
95,2
102,4
238,4
39,4
276,1
323,3
69,3
456,6
81,2
216,1
403,6
459,4
342,6
289,6
117,2
468,5
39,4
39,3
19,3
437,6
170,4
405,5
51,4
304,6
357,5
138,1
153,4
39,2
85,4
418,5
26,1
189,3
459,5
399,5
138,2
455,4
459,6
78,2
322,2
312,2
364,4
182,4
429,5
230,2
207,3
253,2
270,1
85,1
442,6
276,1
238,5
162,2
171,4
299,6
23,3
143,2
380,5
378,4
68,2
351,6
390,3
253,1
204,4
162,3
345,6
119,2
468,5
143,1
152,5
455,3
312,4
92,2
169,4
207,3
351,6
361,5
135,1
195,3
399,5
306,3
119,2
34,3
78,1
171,4
92,3
162,4
416,3
345,3
51,2
351,5
135,1
65,2
189,4
34,1
374,6
108,2
306,5
153,2
266,5
228,3
26,1
285,4
230,3
374,5
368,6
130,1
255,3
108,2
247,2
51,1
260,6
221,3
289,2
19,2
312,6
130,1
322,6
306,3
23,4
391,4
104,1
153,3
57,5
260,4
156,2
285,2
68,1
273,2
69,1
153,4
69,2
459,2
416,2
27,4
13,1
338,4
65,2
189,2
161,1
437,4
152,5
414,4
437,4
23,3
204,3
304,6
54,3
299,4
161,1
247,1
432,4
243,4
65,2
207,2
403,6
115,3
39,2
39,4
368,5
414,6
324,1
195,5
380,3
391,6
342,5
297,5
152,2
299,4
425,3
374,6
299,3
190,4
312,6
27,4
65,1
425,4
273,3
135,1
52,3
228,5
323,4
437,6
289,6
133,2
247,1
351,5
342,6
455,5
378,6
429,5
143,1
361,5
324,6
391,5
437,5
456,5
429,5
338,5
255,5
247,3
247,1
238,2
46,3
189,3
39,3
133,2
216,2
187,1
442,6
273,2
69,3
253,2
117,3
23,3
405,4
253,3
17,2
357,4
130,2
416,2
475,5
345,5
374,5
380,3
95,4
85,4
78,1
266,5
247,1
374,5
306,4
429,5
351,3
286,2
189,2
276,1
442,6
204,2
27,3
377,5
361,6
272,5
76,1
270,1
416,3
437,5
190,4
216,3
68,1
170,2
169,5
19,2
13,3
414,6
216,1
374,6
437,6
171,3
27,1
85,3
115,1
189,4
260,5
51,1
255,2
52,4
230,6
351,5
247,4
324,6
184,5
190,1
442,5
460,3
119,3
26,1
130,1
52,1
207,2
209,1
377,5
368,5
324,6
403,4
391,3
270,3
182,2
416,3
13,3
68,2
78,1
143,2
405,4
69,1
272,1
380,6
345,5
391,6
374,6
325,3
459,2
306,5
247,3
405,6
46,3
23,2
399,2
182,5
27,1
195,6
247,1
437,5
266,6
408,6
228,5
270,3
253,2
135,2
156,1
216,1
266,6
380,3
143,1
364,6
418,2
357,6
377,5
243,6
57,4
152,4
13,4
468,4
297,2
119,2
312,3
190,5
190,2
459,3
81,2
324,1
114,2
390,3
306,5
207,2
455,4
276,1
19,1
459,6
306,5
323,1
184,2
221,4
459,4
285,1
468,6
255,6
243,3
325,6
322,3
195,6
323,5
54,4
34,2
286,1
170,1
102,1
324,6
442,6
190,1
230,5
390,6
152,2
133,3
351,6
221,5
357,5
399,3
442,5
184,1
459,4
92,3
221,5
57,5
114,4
114,3
243,5
